Id,StageId,LessonId,Audio ID,Gender,Number,Word,Meaning
467,3,10,3-10-5,,,ٱسۡتَجَابَِ,to Respond/ Accept
468,3,10,3-10-6,,,ٱسۡتَطَٰعَ,to Be able to
469,3,10,3-10-7,,,ٱسۡتَقَٰمَ,to Be on the right path
470,3,11,3-11-1,,,فَتَحَ,to Open/ Judge/ Give victory
471,3,11,3-11-2,,,بَعَثَ,to Send/ to Resurrect
472,3,11,3-11-3,,,جَعَلَ,to Make
473,3,11,3-11-4,,,جَمَعَ,to Gather
474,3,11,3-11-5,,,رَفَعَ,to Raise
475,3,11,3-11-6,,,سَحَرَ,to Enchant/ Bewitch
476,3,11,3-11-7,,,لَعَنَ,to Curse
477,3,11,3-11-8,,,نَفَعَ,to Benefit
478,3,11,3-11-9,,,ذَهَبَ,to Go/ Do away
479,3,11,3-11-10,,,صَلَحَ,to Make amends/ Act righteously
480,3,12,3-12-1,,,نَصَرَ,to Help/ Deliver
481,3,12,3-12-2,,,تَرَكَ,to Leave/ Let
482,3,12,3-12-3,,,حَشَرَ,to Gather
483,3,12,3-12-4,,,خَلَقَ,to Create
484,3,12,3-12-5,,,مَكَرَ,to Plot/ Plan
485,3,12,3-12-6,,,قَتَلَ,to Kill
486,3,12,3-12-7,,,بَلَغَ,to Reach
487,3,12,3-12-8,,,خَرَجَ,to Come out/ Emerge
488,3,12,3-12-9,,,خَلَدَ,to Live forever
489,3,12,3-12-10,,,دَخَلَ,to Enter
490,3,12,3-12-11,,,سَجَدَ,to Prostrate
491,3,12,3-12-12,,,شَعَرَ,to Perceive
492,3,12,3-12-13,,,قَعَدَ,to Sit/ Remain behind (in battle)
493,3,13,3-13-1,,,ذَكَرَ,to Remember
494,3,13,3-13-2,,,رَزَقَ,to Provide
495,3,13,3-13-3,,,صَدَقَ,to Say the truth
496,3,13,3-13-4,,,فَسَقَ,to Transgress
497,3,13,3-13-5,,,حَكَمَ,to Judge/ Rule
498,3,13,3-13-6,,,شَكَرَ,to Be grateful
499,3,13,3-13-7,,,كَفَرَ,to Disbelief
500,3,13,3-13-8,,,عَبَدَ,to Worship
501,3,13,3-13-9,,,كَتَبَ,to Decree/ Assign
502,3,13,3-13-10,,,نَظَرَ,to Look/ Wait
503,3,14,3-14-1,,,ضَرَبَ,to Present/ Strike
504,3,14,3-14-2,,,حَمَلَ,to Carry
505,3,14,3-14-3,,,صَبَرَ,to Endure/ Be patient
506,3,14,3-14-4,,,عَقَلَ,to Understand/ Use reason
507,3,14,3-14-5,,,قَدَرَ,to Have power over/to Destine
508,3,14,3-14-6,,,كَسَبَ,to Earn
509,3,14,3-14-7,,,ظَلَمَ,to Wrong
510,3,14,3-14-8,,,مَلَكَ,to Possess/ Rule over
511,3,14,3-14-9,,,غَفَرَ,to Forgive
512,3,14,3-14-10,,,عَرَفَ,to Know/ Recognize
513,3,14,3-14-11,,,كَذَبَ,to Lie
514,3,15,3-15-1,,,سَمِعَ,to Hear
515,3,15,3-15-2,,,حَسِبَ,to Think
516,3,15,3-15-3,,,حَزِنَ,to Grieve
517,3,15,3-15-4,,,خَسِرَ,to Lose/ sustain a loss
518,3,15,3-15-5,,,حَفِظَ,to Protect/ Guard
519,3,15,3-15-6,,,عَلِمَ,to Know
520,3,15,3-15-7,,,كَرِهَ,to Hate
521,3,15,3-15-8,,,عَمِلَ,to Work/ Do a deed
522,3,15,3-15-9,,,رَحِمَ,to Have mercy on
523,3,15,3-15-10,,,شَهِدَ,to Witness
524,3,16,3-16-1,,,رَدَّ,to Return
525,3,16,3-16-2,,,صَدَّ,to Avert
526,3,16,3-16-3,,,ضَرَّ,to Harm
527,3,16,3-16-4,,,ظَنَّ,to Believe/ Assume
528,3,16,3-16-5,,,عَدَّ,to Count
529,3,16,3-16-6,,,مَدَّ,to Prolong
530,3,16,3-16-7,,,ضَلَّ,to Go astray
531,3,16,3-16-8,,,غَرَّ,to Be deluded
532,3,16,3-16-9,,,مَسَّ,to Touch
533,3,16,3-16-10,,,وَدَّ,to Wish
534,3,17,3-17-1,,,سَأَلَ,to Ask
535,3,17,3-17-2,,,قَرَأَ,to Read
536,3,17,3-17-3,,,أَخَذَ,to Take/ Seize
537,3,17,3-17-4,,,أَكَلَ,to Eat/ Consume
538,3,17,3-17-5,,,أَمَرَ,to Order/ Command
539,3,17,3-17-6,,,أمِنَ,to Feel Safe
540,3,17,3-17-7,,,رَأَى,to See
541,3,17,3-17-8,,,أَتَى,to Come/ Bring
542,3,17,3-17-9,,,شَاءَ,to Will
543,3,17,3-17-10,,,سَاءَ,to Be evil
544,3,17,3-17-11,,,جَاءَ,to Come
545,3,18,3-18-1,,,وَذَرَ,to Leave behind
546,3,18,3-18-2,,,وَضَعَ,to Place/ give birth
547,3,18,3-18-3,,,وَقَعَ,to Befall/ Happen
548,3,18,3-18-4,,,وَهَبَ,to Grant
549,3,18,3-18-5,,,وَجَدَ,to Find
550,3,18,3-18-6,,,وَرِثَ,to Inherit
551,3,18,3-18-7,,,وَعَدَ,to Promise
552,3,18,3-18-8,,,وَقَىَ,to Protect
553,3,18,3-18-9,,,وَسِعَ,to Encompass
554,3,19,3-19-1,,,قَالَ,to Say
555,3,19,3-19-2,,,كَانَ,to Be
556,3,19,3-19-3,,,تَابَ,to Repent
557,3,19,3-19-4,,,فَازَ,to Attain
558,3,19,3-19-5,,,مَاتَ,to Die
559,3,19,3-19-6,,,خَافَ,to Fear
560,3,19,3-19-7,,,زَادَ,to Increase
561,3,19,3-19-8,,,كَادَ,to almost ...
562,3,19,3-19-9,,,كَادَ,to Plot against
563,3,20,3-20-1,,,تَلَا,to Recite
564,3,20,3-20-2,,,دَعَا,to Call/ Pray/ Do dua’
565,3,20,3-20-3,,,عَفَا,to Forgo
566,3,20,3-20-4,,,بَغَى,to Desire/ Want
567,3,20,3-20-5,,,بَغَى,to Transgress
568,3,20,3-20-6,,,جَرَى,to Flow
569,3,20,3-20-7,,,جَزَى,to Reward
570,3,20,3-20-8,,,قَضَى,to Decree
571,3,20,3-20-9,,,كَفَى,to Suffice
572,3,20,3-20-10,,,هَدَى,to Guide
573,3,20,3-20-11,,,خَشَى,to Fear
574,3,20,3-20-12,,,رَضَى,to Be pleased
575,3,20,3-20-13,,,نَسِىَ,to Forget
